,ACES4,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP4,BRKM5,CMET4,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,GOAU4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,USIM5,VALE3,VALE5
2004-09-27,27.7,8.89,7.83,1.469,3.476944923400879,13.82,10.557697296142578,1.84,5364.10302734375,0.462,54.24,9.339022636413574,8.128,17.15,11.26846694946289,18.36,6.24,2.88,5.630487442016602,6.158271312713623,1.0396920442581177,3.202583074569702,5.847762584686279,4.231374263763428,3.126783847808838,5.18,3.505260705947876,119.31,3.38,30.94,25.88,22.73,20.39,30.21,34.11,12.711068153381348,14.29,3.4,6.7925801277160645,7.037316799163818,8.81
2004-09-28,29.12,9.08,7.84,1.503,3.562445163726806,13.74,10.690974235534668,1.89,5351.57275390625,0.463,55.08,9.661056518554688,8.213,17.28,11.3446626663208,18.41,6.25,2.92,5.979918956756592,6.451523780822754,1.0208861827850342,3.202583074569702,5.882262229919434,4.271892070770264,3.22373366355896,5.38,3.7489187717437744,122.47,3.42,31.27,25.79,22.63,20.39,30.1,33.52,12.969815254211426,14.29,3.42,7.245967864990234,7.573956966400146,9.39
2004-09-29,29.19,8.94,7.77,1.51,3.585244417190552,13.7,10.766303062438965,1.92,5271.0302734375,0.457,55.13,9.832809448242188,8.205,16.59,11.59864902496338,18.66,6.24,2.92,5.9416608810424805,6.375495433807373,1.0262595415115356,3.1924798488616943,5.8618998527526855,4.263698101043701,3.064829111099243,5.27,3.7147209644317623,121.7,3.47,31.01,25.88,22.8,20.33,30.06,33.18,12.969815254211426,14.37,3.5,7.229482173919678,7.927652359008789,9.69
2004-09-30,29.46,9.05,8.05,1.524,3.5909433364868164,13.82,11.032851219177246,1.92,5387.369140625,0.457,55.38,9.81134033203125,8.009,16.71,11.70870590209961,18.97,6.23,2.9,5.942937850952148,6.408078193664551,1.0262595415115356,3.207634210586548,5.8647284507751465,4.271892070770264,3.0881600379943848,5.31,3.7959415912628174,122.02,3.54,31.62,25.82,22.61,19.92,29.41,33.52,13.099193572998049,14.52,3.57,7.303671360015869,7.830081939697266,9.57
2004-10-01,30.27,9.1,8.37,1.586,3.675019025802612,14.02,11.310993194580078,2.01,5508.18212890625,0.47,56.0,10.305129051208496,8.35,17.15,11.937292098999023,19.4,6.25,2.93,6.025832653045654,6.412422180175781,1.0611847639083862,3.3339178562164307,5.915627956390381,4.2791748046875,3.1337833404541016,5.14,3.761742830276489,123.35,3.67,32.65,26.34,22.89,20.26,30.28,35.35,13.299717903137209,14.74,3.68,7.320157051086426,7.915455341339111,9.8
2004-10-04,30.89,9.03,8.26,1.626,3.7833151817321777,14.35,11.379369735717772,2.01,5611.09912109375,0.476,55.82,10.348066329956056,8.511,17.07,12.047357559204102,19.72,6.25,2.91,6.261765003204346,6.69589900970459,1.0799901485443115,3.328866958618164,5.921284198760986,4.301936626434326,3.1889984607696533,5.05,3.8728859424591056,125.85,3.62,32.9,26.51,23.57,21.1,31.34,35.11,13.5681734085083,14.78,3.82,7.4850263595581055,8.041078567504883,9.98
2004-10-05,29.9,9.1,8.14,1.626,3.875940322875977,14.11,11.438472747802734,2.02,5763.232421875,0.475,52.48,10.584224700927734,8.852,16.81,11.852632522583008,19.32,6.25,2.9,6.306396484375,6.73282527923584,1.085363268852234,3.3238158226013184,6.017992973327637,4.388432502746582,3.1889984607696533,5.01,3.979753017425537,125.11,3.61,31.9,25.29,23.71,21.05,31.17,34.6,13.235030174255373,14.74,3.75,7.542729377746582,8.232560157775879,10.16
2004-10-06,29.29,9.1,8.22,1.626,3.840315818786621,13.74,11.422247886657717,1.96,5673.7412109375,0.47,50.12,10.949198722839355,8.937,16.27,11.505520820617676,18.86,6.24,2.84,6.198000431060791,6.62529993057251,1.0746171474456787,3.3741254806518555,6.0457048416137695,4.395713806152344,3.1337833404541016,4.96,4.022499561309815,125.35,3.64,31.79,25.37,23.39,20.85,30.88,33.18,12.3552827835083,14.93,3.65,7.69935417175293,8.084985733032227,9.92
2004-10-07,29.29,9.24,8.14,1.626,3.925815343856812,13.79,11.218279838562012,1.95,5807.97802734375,0.468,50.12,10.798917770385742,8.809,16.53,11.403925895690918,18.66,6.24,2.81,6.095971584320068,6.560135364532471,1.06655752658844,3.3238158226013184,6.068326950073242,4.422574520111084,3.110970497131348,4.94,4.026774883270264,124.65,3.64,31.71,25.89,23.53,20.88,30.82,32.43,12.452315330505373,15.47,3.79,7.860928535461426,7.988633632659912,9.83
2004-10-08,28.78,9.4,8.08,1.667,3.947188138961792,13.62,11.22870922088623,1.92,5637.94482421875,0.475,49.06,10.659366607666016,8.511,16.57,11.285401344299316,18.47,6.24,2.74,5.988846778869629,6.51777458190918,1.0799901485443115,3.3838260173797607,6.023084163665772,4.406640529632568,3.066902875900269,4.96,3.924181461334229,124.65,3.71,31.49,26.38,23.39,20.87,30.64,32.93,12.549355506896973,15.78,3.83,7.567461967468262,7.775196552276611,9.61
2004-10-11,29.01,9.51,8.11,1.674,3.975687503814697,13.59,11.24145793914795,1.94,5727.43408203125,0.487,48.95,10.73450756072998,8.52,16.69,11.17534065246582,18.41,6.26,2.79,6.025832653045654,6.51777458190918,1.090735912322998,3.40463924407959,5.966528415679932,4.354288578033447,3.076234579086304,5.04,3.924181461334229,124.54,3.72,31.6,26.81,22.95,20.89,30.88,32.68,12.61403465270996,15.52,3.82,7.5592169761657715,7.769100666046143,9.56
2004-10-13,28.57,9.47,8.04,1.674,3.975687503814697,13.27,10.777891159057615,1.87,5565.45751953125,0.475,46.37,10.627163887023926,8.511,16.71,11.429325103759766,18.47,6.27,2.7,5.802651882171631,6.408078193664551,1.085363268852234,3.364227533340454,5.63398551940918,4.183577537536621,3.018428087234497,4.87,3.722414970397949,120.44,3.65,31.05,25.46,22.46,20.22,29.88,32.51,12.148292541503906,14.96,3.57,7.361376762390137,7.220262050628662,9.1
2004-10-14,28.05,9.48,7.96,1.647,3.925815343856812,12.88,10.696767807006836,1.83,5611.09912109375,0.465,44.62,10.498348236083984,8.392,16.68,11.217668533325195,18.56,6.25,2.71,5.629210948944092,6.190853595733643,1.0692436695098877,3.2834062576293945,5.598921298980713,4.153986930847168,3.018428087234497,4.87,3.603579044342041,116.18,3.67,31.27,25.05,22.24,19.52,29.41,32.25,12.164461135864258,14.74,3.53,7.204751968383789,7.134886741638184,9.1
2004-10-15,28.49,9.59,8.04,1.667,4.004185199737549,13.07,10.824248313903809,1.87,5951.1630859375,0.476,44.81,10.519818305969238,8.588,17.15,11.3446626663208,18.31,6.26,2.74,5.624110221862793,6.2125773429870605,1.0773035287857056,3.313309907913208,5.712029933929443,4.234564304351807,2.993283271789551,5.0,3.677958726882935,118.1,3.78,31.18,25.13,22.31,19.79,30.2,32.85,12.387629508972168,14.88,3.56,7.237725257873535,7.537367343902588,9.63
2004-10-18,27.98,9.57,8.05,1.667,3.981386661529541,13.12,10.949411392211914,1.85,5995.9091796875,0.475,45.92,10.594961166381836,8.69,17.32,11.403925895690918,18.47,6.28,2.64,5.547591686248779,6.136549472808838,1.06655752658844,3.293506622314453,5.8126983642578125,4.320145606994629,2.9380671977996826,4.92,3.6206772327423096,119.8,3.75,31.12,24.86,22.62,20.04,30.67,33.43,12.258255004882812,14.74,3.61,7.105830669403076,7.464186668395996,9.52
2004-10-19,27.42,9.44,7.8,1.667,3.875940322875977,13.07,10.871763229370115,1.79,5843.77490234375,0.461,45.01,10.262189865112305,8.46,16.92,11.099143981933594,18.31,6.26,2.43,5.2695746421813965,5.837867259979248,1.0692436695098877,3.298557996749878,5.683752536773682,4.210890769958496,2.861336469650269,4.85,3.4753377437591557,115.77,3.71,30.13,24.98,22.44,19.66,30.13,32.85,12.031847953796388,14.37,3.53,6.787633419036865,7.281242847442627,9.21
2004-10-20,27.16,9.5,7.9,1.688,3.925815343856812,13.23,10.933185577392578,1.77,5727.43408203125,0.463,43.57,10.343771934509276,8.452,17.14,10.955220222473145,17.7,6.28,2.45,5.152242660522461,5.756408214569092,1.0558115243911743,3.3339178562164307,5.663960933685303,4.228644371032715,2.85718846321106,5.03,3.4248945713043213,117.89,3.72,29.86,24.22,22.61,19.77,30.13,32.93,12.242085456848145,14.49,3.53,6.809067249298096,7.2568511962890625,9.08
2004-10-21,27.26,9.48,7.84,1.77,4.061187744140625,13.19,11.014311790466309,1.83,5548.45361328125,0.461,43.11,10.04750156402588,8.213,16.48,10.667370796203612,17.45,6.29,2.5,5.152242660522461,5.722740650177002,1.106855869293213,3.4714179039001465,5.7968621253967285,4.293287754058838,2.924069166183472,5.01,3.4727725982666016,117.49,3.69,29.74,23.59,22.69,19.86,30.33,32.34,12.290594100952148,14.93,3.58,6.784336566925049,7.523952007293701,9.46
2004-10-22,26.37,9.48,7.9,1.763,4.045511245727539,12.93,11.142951011657717,1.83,5405.2685546875,0.446,41.46,9.661056518554688,7.933,15.87,10.455716133117676,17.26,6.28,2.43,5.152242660522461,5.734685897827148,1.106855869293213,3.46525502204895,5.824574947357178,4.3155927658081055,2.842931270599365,4.96,3.3667593002319336,113.47,3.73,30.57,22.68,22.69,19.72,30.28,31.59,12.12888240814209,14.34,3.5,6.584844589233398,7.512975215911865,9.36
2004-10-25,25.56,9.53,7.84,1.756,3.991364002227783,13.03,11.124406814575195,1.84,5413.32177734375,0.455,41.29,9.510774612426758,7.83,15.45,11.090676307678224,18.26,6.28,2.34,5.158621788024902,5.676036357879639,1.1122289896011353,3.424945116043091,5.7968621253967285,4.320601463317871,2.7312052249908447,5.0,3.394117593765259,109.64,3.67,30.99,21.77,22.62,19.66,29.83,30.33,11.74075698852539,14.3,3.53,6.421626091003418,7.488582611083984,9.33
2004-10-26,26.99,9.54,7.9,1.749,4.004185199737549,13.07,11.357349395751951,1.87,5681.79443359375,0.463,41.13,9.744786262512209,8.009,15.58,11.006016731262209,18.56,6.28,2.27,5.292530536651611,5.846556186676025,1.0987961292266846,3.42888617515564,5.7940354347229,4.263242244720459,2.8136391639709477,4.96,3.505260705947876,113.05,3.67,31.18,21.61,23.2,20.04,30.88,29.49,12.00920867919922,14.2,3.46,6.576601982116699,7.677628993988037,9.58
2004-10-27,27.42,9.59,8.02,1.742,4.019863128662109,13.35,11.867271423339844,1.87,5727.43408203125,0.47,42.88,9.682527542114258,8.103,15.72,11.17534065246582,18.52,6.29,2.37,5.469796657562256,6.055090427398682,1.0987961292266846,3.46525502204895,5.8115668296813965,4.29237699508667,2.728095054626465,5.01,3.5608317852020264,116.28,3.67,32.15,22.68,23.42,20.31,30.99,31.09,12.12888240814209,14.8,3.57,6.924475193023682,7.562979221343994,9.58
2004-10-28,27.52,9.77,8.04,1.77,4.011311054229736,13.15,11.9020357131958,1.82,5772.18212890625,0.457,43.74,9.594505310058594,8.035,15.52,11.429325103759766,18.87,6.28,2.31,5.279776096343994,5.8715362548828125,1.117601990699768,3.499502897262573,5.749358177185059,4.233198165893555,2.668731212615967,5.11,3.513810157775879,114.52,3.65,31.64,22.46,23.12,19.95,30.54,30.92,12.436144828796388,14.62,3.56,6.858526229858398,7.269046783447266,9.25
2004-10-29,28.13,9.98,8.41,1.749,4.034111976623535,13.08,12.16858959197998,1.83,5906.41845703125,0.458,45.49,9.618119239807127,7.984,15.75,11.429325103759766,19.17,6.27,2.29,5.380527019500732,6.017077922821045,1.106855869293213,3.495562791824341,5.7968621253967285,4.254137992858887,2.672879457473755,5.18,3.602723360061645,116.37,3.69,32.15,23.28,23.07,19.86,30.59,31.09,12.426444053649902,14.08,3.49,7.094289302825928,7.439796924591064,9.31
2004-11-01,29.46,9.97,8.47,1.736,4.018436431884766,13.31,12.290276527404783,1.85,5816.9267578125,0.48,47.13,9.500040054321287,7.907,15.85,11.759503364562988,19.32,6.29,2.31,5.4812750816345215,6.149582386016846,1.1041691303253174,3.475359916687012,5.762930870056152,4.273711681365967,2.8185646533966064,5.11,3.676248550415039,116.57,3.66,32.76,23.78,23.1,20.05,30.88,31.84,12.322943687438965,14.45,3.53,7.254212379455566,7.439796924591064,9.31
2004-11-03,29.64,9.94,8.47,1.736,4.125309944152832,13.89,12.213786125183104,1.89,5807.97802734375,0.487,48.55,9.85427951812744,8.145,16.05,11.962695121765137,19.6,6.29,2.44,5.713379383087158,6.291865825653076,1.101482629776001,3.45515251159668,5.767453670501709,4.263242244720459,2.983691453933716,5.22,3.742079019546509,118.8,3.64,32.68,24.08,23.76,20.6,31.88,32.51,12.817798614501951,15.21,3.61,7.338295459747314,7.486141681671143,9.36
2004-11-04,29.39,9.77,8.63,1.763,4.317681312561035,13.82,12.33083724975586,1.95,5868.83251953125,0.49,48.39,9.899364471435549,8.213,16.34,12.072758674621582,19.62,6.32,2.47,5.705638885498047,6.322760105133057,1.1149152517318726,3.475359916687012,5.812132835388184,4.288281440734863,3.018428087234497,5.16,3.8044896125793457,115.77,3.65,33.19,24.02,23.97,20.86,32.34,32.25,13.005396842956545,15.23,3.64,7.524595260620117,7.523952007293701,9.37
2004-11-05,28.33,9.71,8.58,1.763,4.32481050491333,13.41,12.307657241821287,1.9,5727.43408203125,0.472,46.2,9.596652030944824,7.933,15.83,11.886497497558594,19.67,6.3,2.35,5.641111373901367,6.25103759765625,1.0934231281280518,3.4399991035461426,5.921284198760986,4.361116409301758,2.9956157207489014,5.08,3.69334888458252,115.07,3.59,33.02,23.0,23.53,20.26,31.41,31.0,12.74341106414795,14.61,3.61,7.358078956604004,7.743486881256103,9.62
2004-11-08,28.4,9.52,8.53,1.729,4.222209453582764,13.07,12.226532936096191,1.88,5485.80859375,0.469,45.49,9.199474334716797,7.72,15.35,12.081216812133787,19.93,6.33,2.32,5.536574363708496,6.124139308929443,1.0773035287857056,3.364227533340454,5.859074115753174,4.306487560272217,3.02750015258789,5.09,3.6232428550720215,112.74,3.64,32.64,22.8,23.12,20.09,31.14,30.75,12.491134643554688,14.29,3.57,7.353133678436279,7.708118915557861,9.51
2004-11-09,28.57,9.57,8.61,1.716,4.283483982086182,13.02,12.342425346374512,1.94,5473.2802734375,0.47,45.49,9.165122985839844,7.754,15.33,11.937292098999023,20.23,6.33,2.3,5.652724266052246,6.19586181640625,1.0826773643493652,3.424842119216919,5.808173656463623,4.272346019744873,3.059903860092163,4.98,3.654875278472901,114.57,3.59,32.87,22.4,23.12,20.01,30.88,29.82,12.407037734985352,13.54,3.61,7.550975322723389,7.952042102813721,9.81
2004-11-10,28.78,9.59,8.88,1.742,4.417430877685547,13.15,12.91492748260498,1.92,5458.06787109375,0.475,45.93,9.253145217895508,7.813,15.0,12.36060619354248,20.24,6.33,2.29,5.71596097946167,6.339313507080078,1.1149152517318726,3.5157687664031982,5.847762584686279,4.333801746368408,3.018428087234497,5.04,3.7275447845458975,114.35,3.59,32.98,23.19,22.95,20.05,30.94,29.33,12.617269515991213,14.37,3.57,7.5592169761657715,7.9947333335876465,9.92
2004-11-11,29.01,9.48,8.88,1.736,4.390357971191406,13.05,13.281145095825195,1.96,5487.59912109375,0.466,46.37,9.377666473388672,7.847,14.91,12.436797142028809,20.32,6.38,2.34,5.6398210525512695,6.258759498596191,1.106855869293213,3.491522789001465,5.853419780731201,4.34973669052124,3.052644729614258,5.0,3.7283997535705566,117.67,3.52,32.07,23.22,23.46,20.18,31.17,29.16,12.791922569274902,14.76,3.57,7.567461967468262,7.948386192321777,9.8
2004-11-12,29.19,9.53,8.82,1.736,4.431680679321289,13.21,13.466571807861328,2.03,5547.5576171875,0.516,46.37,9.841398239135742,8.375,16.08,12.44526195526123,20.53,6.38,2.47,5.788232803344727,6.411036014556885,1.117601990699768,3.505666255950928,5.900356769561768,4.361116409301758,3.064570188522339,5.14,3.905373334884644,118.68,3.54,32.32,24.08,24.29,20.63,32.33,29.67,12.843679428100586,14.45,3.74,7.946660995483398,8.198413848876953,10.11
2004-11-16,28.83,9.5,8.68,1.709,4.559928894042969,12.99,13.443391799926758,2.03,5548.45361328125,0.538,45.93,9.577327728271484,8.282,15.55,12.529924392700195,20.24,6.39,2.37,5.710801124572754,6.366898059844971,1.0987961292266846,3.4450504779815674,5.635683059692383,4.15626335144043,3.0876407623291016,5.18,3.915632724761963,119.5,3.64,32.15,23.73,24.22,20.54,32.03,29.33,12.998920440673828,15.12,3.61,8.111529350280762,7.867891788482666,9.75
2004-11-17,29.79,9.64,8.82,1.736,4.5171799659729,13.25,13.744709968566896,2.01,5628.9951171875,0.531,46.73,9.701848030090332,8.307,15.51,12.504530906677246,20.18,6.38,2.48,5.869540691375732,6.534621715545654,1.1095428466796875,3.46525502204895,5.652648448944092,4.189950942993164,3.22580885887146,5.25,3.9840281009674072,123.83,3.73,32.67,23.73,25.64,21.12,33.13,29.41,12.937472343444824,15.97,3.74,8.04887866973877,8.109379768371582,10.14
2004-11-18,29.19,9.52,8.58,1.716,4.490103721618652,13.49,13.5882568359375,1.97,5531.44970703125,0.501,46.82,9.491451263427734,8.077,15.83,12.233612060546877,19.81,6.4,2.69,5.768879413604736,6.377931594848633,1.090735912322998,3.413732051849365,5.613061428070068,4.138053894042969,3.1799261569976807,5.18,3.991722345352173,124.35,3.77,31.83,24.1,25.8,21.37,33.89,30.84,12.7757568359375,16.66,3.75,7.912036895751953,7.964241981506348,9.98
2004-11-19,28.78,9.48,8.41,1.695,4.403181076049805,13.94,13.478161811828612,1.94,5530.55517578125,0.538,45.67,9.038456916809082,7.83,15.18,11.911893844604492,19.32,6.4,2.69,5.775329113006592,6.328277111053467,1.0799901485443115,3.424842119216919,5.621543884277344,4.119844913482666,3.214402437210083,5.26,3.949830055236816,123.88,3.77,31.57,23.49,25.8,21.34,35.59,31.0,12.678729057312012,16.2,3.57,7.748816013336182,8.134988784790039,10.11
2004-11-22,29.72,9.57,8.53,1.695,4.56705379486084,14.21,13.988080978393556,1.95,5719.3818359375,0.546,48.11,9.188740730285645,8.026,15.99,11.59018325805664,18.63,6.41,2.82,5.833407402038574,6.377931594848633,1.0799901485443115,3.414741039276123,5.6498212814331055,4.174015522003174,3.352569341659546,5.27,3.9541053771972656,123.9,3.79,31.99,24.32,28.05,21.98,37.29,31.09,12.7757568359375,16.22,3.79,7.783438682556152,7.964241981506348,9.96
2004-11-23,29.62,9.53,8.47,1.709,4.434527397155762,14.94,14.011262893676758,1.94,5637.05029296875,0.529,47.59,9.09212875366211,7.933,15.22,11.26846694946289,18.35,6.41,2.9,5.6269121170043945,6.246621608734131,1.0746171474456787,3.3468501567840576,5.5712103843688965,4.101635932922363,3.387305498123169,5.2,4.030194282531738,122.32,3.8,32.26,24.02,26.79,21.93,36.59,30.5,12.61403465270996,16.18,3.74,8.027443885803223,7.928871154785156,9.83
2004-11-24,29.89,9.63,8.98,1.716,4.468732833862305,14.93,13.860599517822266,1.92,5655.84375,0.529,46.89,8.954728126525879,7.83,15.28,11.513986587524414,19.07,6.41,2.75,5.780491352081299,6.52138090133667,1.0773035287857056,3.399687528610229,5.570644378662109,4.078873634338379,3.5482847690582275,5.22,4.146466255187988,125.35,3.77,33.25,24.02,26.21,21.86,35.42,30.58,12.452315330505373,16.15,3.75,8.18571949005127,8.061813354492188,9.92
2004-11-25,30.3,9.67,9.02,1.736,4.56135368347168,14.94,13.779478073120115,1.96,5727.43408203125,0.549,47.59,9.40342903137207,8.069,15.83,11.49705410003662,18.97,6.43,2.79,5.904387474060059,6.707865715026856,1.085363268852234,3.395545721054077,5.822312355041504,4.297384262084961,3.4562599658966064,5.32,4.270432949066162,126.83,3.84,33.1,24.32,27.14,22.46,36.71,31.17,12.559052467346191,16.63,3.74,8.325858116149902,8.08620548248291,10.01
2004-11-26,31.08,9.88,8.96,1.77,4.56135368347168,14.88,13.802651405334473,2.04,5727.43408203125,0.557,47.78,9.530096054077148,8.179,16.14,11.844165802001951,19.37,6.44,2.76,5.885027885437012,6.703450202941895,1.1122289896011353,3.46525502204895,5.7516188621521,4.270982265472412,3.387305498123169,5.34,4.385850429534912,131.38,3.86,32.57,24.47,27.09,22.42,36.43,31.59,12.61403465270996,16.41,3.75,8.449506759643555,8.183778762817383,10.03
2004-11-29,30.81,9.81,8.98,1.79,4.545680522918701,15.02,13.657792091369627,2.05,5637.94482421875,0.543,46.37,9.231675148010254,8.06,15.66,11.886497497558594,19.46,6.44,2.75,6.00117826461792,6.807172775268555,1.1229753494262695,3.5145559310913086,5.697892665863037,4.1995110511779785,3.317833185195923,5.31,4.394400119781494,138.93,3.85,33.09,23.98,26.64,22.15,37.11,32.51,12.69489288330078,16.15,3.65,8.523696899414062,8.208169937133789,10.03
2004-11-30,31.59,9.82,8.84,1.804,4.538554668426514,15.07,13.721531867980955,2.11,5651.3681640625,0.561,46.37,9.446366310119627,8.205,15.78,11.725641250610352,19.27,6.45,2.86,6.318662166595459,7.063173294067383,1.1417813301086426,3.5762829780578613,5.777070999145508,4.229099273681641,3.363716125488281,5.46,4.428597450256348,142.95,3.96,33.28,24.35,27.09,22.07,37.03,32.43,12.652847290039062,16.13,3.69,9.059517860412598,8.122793197631836,10.03
2004-12-01,31.7,9.88,8.78,1.858,4.502929210662842,15.02,14.010102272033691,2.08,5691.638671875,0.564,46.29,9.510774612426758,8.128,15.94,11.59864902496338,19.11,6.45,2.87,6.304464817047119,7.0598649978637695,1.1552143096923828,3.647105216979981,5.949560642242432,4.356565475463867,3.405710935592652,5.49,4.360202312469482,141.95,4.01,34.22,23.92,27.16,22.21,36.88,32.25,12.934240341186523,15.91,3.63,8.853434562683105,8.136211395263672,10.04
2004-12-02,31.48,9.94,8.74,1.941,4.574178695678711,14.93,14.253475189208984,2.07,5758.7587890625,0.561,45.15,9.81134033203125,8.418,15.41,11.82723617553711,19.15,6.45,2.87,6.16766357421875,6.962760925292969,1.1793928146362305,3.727926731109619,5.802518367767334,4.274622917175293,3.481665134429932,5.64,4.2747087478637695,138.94,3.91,34.24,24.02,27.09,22.19,36.88,32.43,13.205931663513184,15.71,3.61,8.586349487304688,8.049617767333984,9.83
2004-12-03,32.07,10.0,8.78,1.975,4.60267972946167,15.03,14.718195915222168,2.08,5951.1630859375,0.577,44.62,10.391002655029297,8.937,15.93,11.742573738098145,18.95,6.46,2.87,6.338019847869873,7.041104793548584,1.203571319580078,3.783391714096069,5.784987449645996,4.2477641105651855,3.4793312549591064,5.57,4.37730073928833,141.95,4.09,34.18,23.86,27.66,22.29,37.46,32.01,13.25444507598877,15.19,3.57,8.769350051879883,8.061813354492188,9.8
2004-12-06,32.27,10.49,8.78,2.009,4.745176315307617,15.16,14.718195915222168,2.08,6084.5068359375,0.585,43.84,10.068967819213867,8.741,15.75,11.852632522583008,19.27,6.47,2.86,6.252840042114258,6.993656158447266,1.2062573432922363,3.859161615371704,5.8647284507751465,4.286003589630127,3.4679250717163086,5.46,4.334553241729736,138.17,4.22,34.57,23.89,28.36,22.53,39.01,32.68,13.357938766479492,15.12,3.72,8.721539497375488,7.952042102813721,9.8
2004-12-07,31.74,10.42,8.63,1.995,4.716677188873291,15.02,14.463236808776855,2.01,5754.283203125,0.538,44.52,9.08139419555664,7.941,15.16,11.852632522583008,19.23,6.47,2.5,5.968912601470947,6.775172233581543,1.1901386976242063,3.793595314025879,5.740307807922363,4.229099273681641,3.3709754943847656,5.29,4.048148155212402,136.03,4.13,34.15,23.96,28.17,22.15,38.86,32.51,13.390283584594728,15.15,3.79,8.31761360168457,7.952042102813721,9.67
2004-12-08,32.39,10.43,8.72,1.995,4.649704933166504,15.02,14.84683895111084,2.03,5597.67431640625,0.513,46.63,7.900598526000977,6.979,15.6,11.903429985046388,19.23,6.48,2.57,5.949556827545166,6.764139175415039,1.1444668769836426,3.798648834228516,5.712597846984863,4.230922222137451,3.4321517944335938,5.53,4.068667888641357,139.02,4.24,34.34,24.29,28.68,22.36,39.51,32.93,13.746064186096191,15.29,3.87,8.391804695129395,8.000832557678223,9.8
2004-12-09,32.74,10.28,8.63,1.988,4.502929210662842,14.27,14.356616973876951,2.01,5682.6904296875,0.494,44.63,7.836190700531006,6.911,15.38,12.148950576782228,19.83,6.42,2.51,5.755970001220703,6.565518379211426,1.1471537351608276,3.808750867843628,5.598921298980713,4.115748405456543,3.387047290802002,5.41,4.018225193023682,135.9,4.23,33.83,23.38,27.74,21.98,38.62,32.51,13.118595123291016,15.1,3.72,8.152741432189941,8.084985733032227,9.96
2004-12-10,33.45,10.39,8.74,2.071,4.54425573348999,14.39,14.39370059967041,2.05,6076.45166015625,0.51,45.15,7.771783828735352,6.877,15.6,12.36060619354248,20.48,6.49,2.5,5.8321146965026855,6.753105640411377,1.2062573432922363,3.940087556838989,5.667353630065918,4.183577537536621,3.502143859863281,5.52,4.052423477172852,140.64,4.28,34.42,23.61,27.66,21.93,38.74,32.43,13.260910987854004,15.52,3.82,8.193961143493652,8.32403564453125,10.23
2004-12-13,33.8,10.44,8.79,2.125,4.702425956726074,14.41,14.808592796325684,2.08,6083.60888671875,0.524,45.49,7.943534851074219,7.022,15.5,12.44526195526123,20.33,6.25,2.41,6.043769359588623,7.062070369720459,1.2465555667877195,4.010804176330566,5.680925369262695,4.210890769958496,3.4676668643951416,5.57,4.180664539337158,143.97,4.29,34.68,23.73,27.84,22.22,38.4,32.43,13.196229934692385,15.32,3.82,8.531942367553711,8.45209789276123,10.39
2004-12-14,34.29,10.7,8.9,2.132,4.77367639541626,14.68,14.973156929016112,2.12,6064.81787109375,0.533,46.54,8.252691268920898,7.184,15.6,12.529924392700195,20.48,5.3,2.37,6.12507438659668,7.110621929168701,1.249242067337036,4.030404090881348,5.740307807922363,4.246853351593018,3.4793312549591064,5.68,4.244784832000732,149.0,4.36,34.84,24.16,27.98,22.53,38.74,32.85,13.500255584716797,16.28,3.79,8.75451374053955,8.45209789276123,10.52
2004-12-15,34.5,10.61,8.56,2.084,4.683902263641357,14.94,15.019515991210938,2.11,6038.86572265625,0.526,46.73,8.351447105407715,7.354,15.5,12.267475128173828,20.18,5.08,2.52,6.00117826461792,6.973794937133789,1.238495945930481,4.010804176330566,5.791207790374756,4.270070552825928,3.474665403366089,5.76,4.290096759796143,149.5,4.34,33.85,24.02,28.1,22.59,39.31,32.25,13.451741218566896,16.35,3.69,8.76275634765625,8.39111614227295,10.48
2004-12-16,34.91,10.65,8.68,2.105,4.588426113128662,15.27,14.777303695678713,2.13,6085.400390625,0.534,46.73,8.39223861694336,7.379,15.94,12.233612060546877,20.23,4.91,2.45,6.059256076812744,7.006898880004883,1.2250635623931885,4.010804176330566,5.881696224212647,4.352013111114502,3.5024025440216064,5.88,4.3413920402526855,154.75,4.26,34.66,23.25,28.25,22.78,40.07,32.34,13.357938766479492,16.24,3.65,9.001818656921387,8.775301933288574,10.73
2004-12-17,35.05,10.42,8.57,2.016,4.673928737640381,15.32,14.774982452392578,2.19,6004.85986328125,0.526,45.96,8.418002128601074,7.456,15.71,12.394468307495115,20.57,4.8,2.33,6.048929691314697,6.940689563751221,1.2008848190307615,3.955240249633789,5.792338371276856,4.311952114105225,3.470518112182617,5.8,4.3516526222229,152.53,4.24,34.91,22.46,27.98,22.84,40.45,32.01,13.555238723754885,16.1,3.57,9.018302917480469,8.653335571289062,10.68
2004-12-20,34.86,10.28,8.51,1.988,4.531428813934326,14.91,14.810911178588867,2.21,5960.1142578125,0.529,46.1,8.340713500976562,7.422,15.69,12.572258949279783,20.63,4.5,2.33,5.98311185836792,6.885518550872803,1.1928259134292605,3.894622564315796,5.842107772827148,4.306487560272217,3.43111515045166,5.8,4.223411083221436,146.49,4.28,34.5,22.22,28.05,23.18,40.43,31.34,13.231799125671388,16.03,3.54,8.855084419250488,8.708222389221191,10.73
